June 5, 2018 Consolidated Statewide Direct Primary Election

Report generated on: Monday, June 18, 2018 at 04:27:41 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN ''HAWK'' MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	WRITE-IN	WRITE-IN K. PEARCE	WRITE-IN VERONIKA FIMBRES	WRITE-IN ARMANDO M. ARREOLA	WRITE-IN ARMAN SOLTANI	WRITE-IN PETER CRAWFORD VALENTINO	Under Vote	Over Vote
Pct 7025	Election Day	7025	1	448	66	14.73	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	3	1	6	0	0	0	0	42	0	0	0	0	0	0	0	3	2
Pct 7025	VBM	7025	1	448	78	17.41	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	4	0	1	7	1	0	0	0	51	0	0	0	0	0	0	0	3	3
Pct 7026	Election Day	7026	1	971	90	9.27	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	1	10	2	1	8	0	0	0	1	52	0	0	0	0	0	0	0	2	3
Pct 7026	VBM	7026	1	971	350	36.05	0	0	1	5	16	0	0	0	16	0	0	0	1	1	0	0	1	80	14	4	6	0	0	0	0	185	0	1	0	0	0	0	0	9	10
Pct 7027	Election Day	7027	1	845	136	16.09	0	0	1	1	13	0	1	0	1	1	0	0	1	0	0	0	0	8	6	0	8	0	0	0	0	86	0	0	0	0	0	0	0	9	0
Pct 7027	VBM	7027	1	845	271	32.07	1	1	1	0	20	0	0	0	12	0	0	1	0	0	0	0	0	39	18	5	12	0	1	0	0	145	0	0	0	0	0	0	0	5	10
Pct 7028	Election Day	7028	1	835	157	18.80	0	0	1	0	19	0	0	0	1	0	0	0	0	1	0	1	2	8	0	0	14	1	0	0	1	104	0	0	0	0	0	0	0	1	3
Pct 7028	VBM	7028	1	835	180	21.56	0	1	1	0	26	0	0	0	5	0	0	0	0	2	3	0	1	17	0	2	13	0	0	0	0	99	0	0	0	0	0	0	0	1	9
Pct 7029	Election Day	7029	1	855	115	13.45	0	0	2	0	12	0	0	1	1	1	0	0	0	0	0	0	3	5	0	0	4	0	0	0	1	81	1	0	0	0	0	0	0	2	1
Pct 7029	VBM	7029	1	855	166	19.42	0	0	1	1	10	1	0	0	4	2	0	0	0	0	0	0	3	10	5	4	7	2	0	0	0	108	0	0	0	0	0	0	0	2	6
Pct 7030	Election Day	7030	1	729	94	12.89	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	2	1	11	10	2	6	0	0	0	1	42	1	0	0	0	0	0	0	4	1
Pct 7030	VBM	7030	1	729	277	38.00	0	0	0	4	2	1	1	0	14	0	0	0	0	0	0	0	1	78	20	1	7	1	0	3	0	126	1	0	0	0	0	0	0	8	9
Pct 7031	Election Day	7031	1	611	50	8.18	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	2	0	6	0	0	0	0	34	0	0	0	0	0	0	0	1	1
Pct 7031	VBM	7031	1	611	224	36.66	0	1	1	2	15	0	0	0	11	0	0	0	0	0	0	0	1	34	14	0	10	1	0	0	1	123	0	0	0	0	0	0	0	3	7
Pct 7032	Election Day	7032	1	867	126	14.53	4	0	1	1	15	0	0	0	2	1	0	0	0	0	1	0	1	4	2	1	10	2	0	0	0	70	0	0	0	0	0	0	0	8	3
Pct 7032	VBM	7032	1	867	238	27.45	0	0	1	0	15	0	0	0	17	1	0	0	0	0	0	0	2	27	7	2	10	0	0	0	0	138	0	0	0	0	0	0	0	7	11
Pct 7033	Election Day	7033	1	765	135	17.65	0	1	1	0	18	1	0	0	3	1	0	0	1	0	0	0	1	5	3	6	17	1	0	2	0	67	0	3	0	0	0	0	0	2	2
Pct 7033	VBM	7033	1	765	181	23.66	0	0	1	0	13	0	0	0	2	1	0	1	0	0	1	0	0	15	3	1	9	0	0	0	1	121	0	0	0	0	0	0	0	5	7
Pct 7034	Election Day	7034	1	914	97	10.61	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	5	3	3	4	0	1	1	0	59	2	0	0	0	0	0	0	3	10
Pct 7034	VBM	7034	1	914	154	16.85	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	4	3	3	1	6	0	0	0	0	120	0	0	0	0	0	0	0	5	4
Pct 7035	Election Day	7035	1	553	73	13.20	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	3	0	2	5	0	0	0	0	53	1	0	0	0	0	0	0	1	1
Pct 7035	VBM	7035	1	553	170	30.74	1	0	0	3	12	0	0	0	3	2	0	0	0	0	0	0	0	6	8	1	10	0	0	0	0	118	0	0	0	0	0	0	0	1	5
Pct 7036	Election Day	7036	1	898	52	5.79	1	0	2	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	2	0	0	1	0	25	0	0	0	0	0	0	0	1	1
Pct 7036	VBM	7036	1	898	265	29.51	0	0	0	3	25	1	0	0	10	0	0	0	0	0	0	0	2	26	28	3	12	0	2	0	0	134	0	0	0	0	0	0	0	6	13
Pct 7037	Election Day	7037	1	730	73	10.00	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	1	0	48	0	0	0	0	0	0	0	2	10
Pct 7037	VBM	7037	1	730	64	8.77	0	0	0	1	8	0	0	0	3	0	0	0	0	0	0	0	0	5	4	0	4	0	0	1	0	32	0	0	0	0	0	0	0	3	3
Pct 7038	Election Day	7038	1	880	84	9.55	0	0	1	0	15	0	0	0	4	0	0	0	0	0	0	0	1	7	3	1	1	0	1	0	1	47	0	0	0	0	0	0	0	2	0
Pct 7038	VBM	7038	1	880	255	28.98	0	1	0	1	12	0	0	0	9	0	0	0	0	0	1	0	2	46	14	2	13	0	0	0	0	132	0	0	0	0	0	0	0	8	14
Pct 7039	Election Day	7039	1	768	111	14.45	0	0	1	0	5	0	0	0	6	0	0	0	0	1	0	2	0	10	11	4	7	0	0	0	1	59	0	0	0	0	0	0	0	2	2
Pct 7039	VBM	7039	1	768	225	29.30	2	0	2	2	17	0	0	0	18	0	1	1	0	1	0	0	0	35	18	0	6	0	0	0	1	110	0	0	0	0	0	0	0	4	7
Pct 7041 MB	Election Day	7041	1	60	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pct 7041 MB	VBM	7041	1	60	24	40.00	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0
Pct 7042	Election Day	7042	1	632	75	11.87	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	7	3	0	7	0	0	1	0	43	0	0	0	0	0	0	0	1	2
Pct 7042	VBM	7042	1	632	191	30.22	0	0	1	0	15	0	0	0	7	0	0	0	0	0	0	0	1	31	15	1	16	0	0	0	0	95	0	0	0	0	0	0	0	5	4
Pct 7043	Election Day	7043	1	915	97	10.60	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	12	0	0	1	0	50	1	0	0	0	0	0	0	3	2
Pct 7043	VBM	7043	1	915	282	30.82	0	0	1	3	35	0	0	0	11	0	0	0	0	0	0	1	1	36	9	0	25	0	1	0	0	149	0	0	0	0	0	0	0	2	8
Pct 7044	Election Day	7044	1	805	86	10.68	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	59	0	1	0	0	0	0	0	4	4
Pct 7044	VBM	7044	1	805	125	15.53	0	0	1	0	9	0	0	0	9	3	0	0	0	1	0	0	2	11	4	3	4	0	0	1	0	66	0	0	0	0	0	0	0	3	8
Pct 7045	Election Day	7045	1	763	87	11.40	0	1	0	1	8	0	0	0	4	0	1	0	0	0	0	0	0	9	6	0	6	0	0	0	0	44	0	0	0	0	0	0	0	6	1
Pct 7045	VBM	7045	1	763	282	36.96	1	0	0	1	18	0	0	0	25	0	0	0	0	0	0	0	0	63	17	2	11	0	3	0	0	118	0	0	0	0	0	0	0	11	12
Pct 7046	Election Day	7046	1	385	54	14.03	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	3	1	3	0	0	0	0	32	0	2	0	0	0	0	0	1	0
Pct 7046	VBM	7046	1	385	136	35.32	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	1	16	11	0	8	0	0	0	0	69	0	0	0	0	0	0	0	3	1
Pct 7047	Election Day	7047	1	781	68	8.71	1	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	1	3	1	0	10	0	0	0	0	36	0	0	0	0	0	0	0	3	3
Pct 7047	VBM	7047	1	781	298	38.16	1	2	1	1	19	1	0	0	17	0	0	0	0	1	1	0	4	42	13	0	20	0	0	0	0	149	5	0	0	0	0	0	0	8	13
Pct 7048	Election Day	7048	1	815	94	11.53	0	0	1	0	9	0	0	0	1	0	0	0	0	1	2	0	0	6	1	3	3	1	0	0	1	63	1	0	0	0	0	0	0	1	0
Pct 7048	VBM	7048	1	815	248	30.43	2	0	0	0	4	0	0	0	12	1	0	0	0	1	0	1	0	49	6	4	5	1	1	0	0	138	0	0	0	0	0	0	0	8	15
Pct 7049	Election Day	7049	1	751	108	14.38	2	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	22	8	1	1	0	0	0	0	59	0	1	0	0	0	0	0	0	1
Pct 7049	VBM	7049	1	751	241	32.09	0	0	0	3	8	1	0	0	17	0	0	0	0	0	0	0	4	46	19	0	2	0	0	0	0	122	0	0	0	0	0	0	0	7	12
Pct 7051	Election Day	7051	1	839	70	8.34	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	9	4	0	3	1	3	0	0	36	0	0	0	0	0	0	0	3	3
Pct 7051	VBM	7051	1	839	302	36.00	0	1	0	2	11	1	0	0	15	0	0	1	0	0	0	1	1	61	23	6	10	0	0	0	0	141	9	0	0	0	0	0	0	5	14
Pct 7052	Election Day	7052	1	806	120	14.89	0	0	1	1	10	0	0	0	2	0	0	0	0	0	0	0	0	18	3	2	5	0	1	0	1	70	1	0	0	0	0	0	0	2	3
Pct 7052	VBM	7052	1	806	278	34.49	0	0	0	2	9	0	0	0	23	0	0	0	0	3	1	0	2	44	23	0	10	0	0	0	0	151	0	0	0	0	0	0	0	6	4
Pct 7053	Election Day	7053	1	548	44	8.03	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	7	1	2	3	0	0	0	0	24	0	0	0	0	0	0	0	1	1
Pct 7053	VBM	7053	1	548	205	37.41	1	0	0	3	18	0	0	0	9	0	0	0	0	2	0	0	0	23	14	2	5	0	0	0	0	122	0	1	0	0	0	0	0	1	4
Pct 7054	Election Day	7054	1	1024	141	13.77	1	0	1	0	11	0	0	0	2	1	0	0	1	1	0	0	1	6	3	3	12	0	0	0	2	83	0	0	0	0	0	0	0	1	12
Pct 7054	VBM	7054	1	1024	275	26.86	0	0	2	0	25	0	0	0	15	1	0	0	0	0	0	0	1	19	4	1	20	0	0	0	1	170	0	0	0	0	0	0	0	8	8
Pct 7055	Election Day	7055	1	699	83	11.87	0	0	1	0	7	0	0	0	2	0	0	0	0	0	1	0	1	8	2	1	8	0	0	0	0	48	0	0	0	0	0	0	0	4	0
Pct 7055	VBM	7055	1	699	256	36.62	2	0	1	1	15	0	0	0	20	1	0	0	0	1	2	0	0	46	8	0	16	0	0	0	0	136	1	0	0	0	0	0	0	5	1
Pct 7101 MB	Election Day	7101	1	141	2	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pct 7101 MB	VBM	7101	1	141	83	58.87	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	10	0	0	0	0	51	0	0	0	0	0	0	0	1	1
Pct 7201	Election Day	7201	1	900	147	16.33	0	0	0	0	17	0	0	0	1	0	0	2	0	1	0	0	1	14	11	3	6	0	2	0	0	83	2	0	0	0	0	0	0	2	2
Pct 7201	VBM	7201	1	900	333	37.00	0	0	1	0	30	0	0	0	6	0	0	0	0	2	0	0	0	21	35	5	28	0	1	0	0	193	0	0	0	0	0	0	0	8	3
Pct 7202	Election Day	7202	1	830	138	16.63	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	1	14	15	2	13	0	1	0	0	72	1	0	0	0	0	0	0	0	0
Pct 7202	VBM	7202	1	830	271	32.65	0	0	0	0	30	1	1	0	7	0	0	0	0	1	0	0	0	14	54	5	10	0	0	0	0	142	0	0	0	0	0	0	0	6	0
Pct 7203	Election Day	7203	1	867	174	20.07	0	0	0	0	23	0	0	0	2	0	0	1	0	0	0	0	3	6	15	3	16	0	0	0	1	102	0	0	0	0	0	0	0	2	0
Pct 7203	VBM	7203	1	867	243	28.03	0	1	1	0	27	0	0	0	3	0	0	0	0	0	0	0	1	12	13	3	17	0	0	0	0	159	0	0	0	0	0	0	0	4	2
Pct 7204	Election Day	7204	1	888	157	17.68	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	2	13	12	3	10	0	2	0	0	92	1	0	0	0	0	0	0	2	3
Pct 7204	VBM	7204	1	888	340	38.29	0	0	2	2	40	0	0	0	3	0	0	0	0	0	1	1	0	18	35	7	26	0	1	0	0	196	2	0	0	0	0	0	0	6	0
Pct 7205	Election Day	7205	1	847	183	21.61	3	0	0	1	14	1	0	0	3	0	0	0	0	0	1	0	1	10	14	0	16	0	0	0	0	118	0	0	0	0	0	0	0	0	1
Pct 7205	VBM	7205	1	847	309	36.48	0	0	1	0	50	0	0	0	6	0	0	0	0	1	0	1	0	25	31	3	17	0	0	0	0	167	0	0	0	0	0	0	0	4	3
Pct 7206	Election Day	7206	1	375	88	23.47	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	9	0	0	0	0	55	0	0	0	0	0	0	0	3	1
Pct 7206	VBM	7206	1	375	124	33.07	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	8	4	7	0	0	0	0	81	0	0	0	0	0	0	0	0	4
Pct 7207	Election Day	7207	1	744	119	15.99	1	0	0	0	7	0	0	0	3	0	0	0	0	2	0	0	1	5	6	2	15	1	0	1	0	72	1	0	0	0	0	0	0	2	0
Pct 7207	VBM	7207	1	744	231	31.05	0	0	0	0	34	0	0	0	2	1	0	0	0	0	0	1	0	16	16	4	15	0	0	0	0	132	2	0	0	0	0	0	0	4	4
Pct 7208	Election Day	7208	1	567	76	13.40	1	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	1	4	2	0	8	0	0	0	0	46	0	0	0	0	0	0	0	2	0
Pct 7208	VBM	7208	1	567	206	36.33	0	0	0	1	19	0	1	0	2	0	0	0	0	1	0	0	0	13	16	5	19	0	1	0	0	118	1	0	0	0	0	0	0	2	7
Pct 7209	Election Day	7209	1	586	69	11.77	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	5	3	4	5	0	0	0	0	41	0	0	0	0	0	0	0	1	0
Pct 7209	VBM	7209	1	586	326	55.63	0	0	0	1	20	1	0	0	5	0	0	0	0	0	4	0	1	21	30	2	22	0	1	0	1	212	0	0	0	0	0	0	0	3	2
Pct 7301	Election Day	7301	1	1002	150	14.97	0	1	0	0	10	0	0	0	6	0	0	0	0	3	1	0	1	16	6	2	12	0	0	0	0	79	0	0	0	0	0	0	0	1	12
Pct 7301	VBM	7301	1	1002	299	29.84	1	1	1	0	24	0	0	0	13	0	0	0	0	0	0	1	2	33	26	6	10	0	0	0	0	148	4	0	0	0	0	0	0	14	15
Pct 7302	Election Day	7302	1	806	121	15.01	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	12	1	14	1	0	0	0	58	0	0	0	0	0	0	0	3	2
Pct 7302	VBM	7302	1	806	352	43.67	3	0	0	3	31	0	1	0	10	0	0	0	0	0	0	1	3	38	29	6	18	0	0	1	0	192	0	-1	0	0	0	0	0	6	11
Pct 7303	Election Day	7303	1	986	167	16.94	1	0	1	0	17	0	0	0	2	1	0	0	0	0	0	0	0	13	11	2	19	0	0	0	0	95	2	0	0	0	0	0	0	2	1
Pct 7303	VBM	7303	1	986	318	32.25	0	0	0	1	31	0	0	0	9	0	0	0	0	1	1	1	0	27	25	4	25	0	0	0	1	180	0	0	0	0	0	0	0	3	9
Pct 7304	Election Day	7304	1	972	203	20.88	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	1	16	15	3	23	0	0	0	0	127	1	0	0	0	0	0	0	1	0
Pct 7304	VBM	7304	1	972	330	33.95	1	1	3	0	23	0	0	0	1	0	0	0	0	1	0	1	0	46	28	0	15	0	0	0	1	200	0	0	0	0	0	0	0	6	3
Pct 7305	Election Day	7305	1	851	171	20.09	0	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	2	14	20	4	26	0	1	0	1	88	0	0	0	0	0	0	0	2	0
Pct 7305	VBM	7305	1	851	306	35.96	0	0	0	0	28	0	0	0	14	0	0	0	0	1	1	0	0	18	28	2	30	0	0	0	1	174	0	0	0	0	0	0	0	7	2
Pct 7306	Election Day	7306	1	1014	179	17.65	1	0	0	0	11	0	0	0	0	0	0	0	0	0	2	1	1	18	16	3	23	0	0	0	0	96	0	0	0	0	0	0	0	5	2
Pct 7306	VBM	7306	1	1014	302	29.78	0	0	2	2	28	0	0	0	4	0	0	0	0	1	2	1	0	32	26	3	27	0	0	0	0	157	1	0	0	0	0	0	0	11	5
Pct 7307	Election Day	7307	1	726	143	19.70	4	0	2	0	14	0	0	0	1	0	0	1	0	1	1	0	3	15	9	2	8	0	0	0	1	78	0	0	0	0	0	0	0	3	0
Pct 7307	VBM	7307	1	726	226	31.13	1	0	0	0	18	0	0	0	2	0	0	0	0	0	1	0	1	20	19	3	14	1	0	0	0	131	0	0	0	0	0	0	0	8	7
Pct 7308	Election Day	7308	1	598	133	22.24	1	1	0	0	18	0	0	0	1	0	0	0	0	0	0	0	1	4	10	1	13	0	0	0	0	82	0	0	0	0	0	0	0	0	1
Pct 7308	VBM	7308	1	598	204	34.11	0	0	0	0	28	0	0	0	2	0	0	0	0	1	1	0	0	16	15	3	18	0	0	0	2	116	0	0	0	0	0	0	0	1	1
Pct 7309	Election Day	7309	1	826	160	19.37	0	1	0	0	17	0	0	0	1	0	0	0	0	2	0	1	1	11	11	5	15	1	0	0	0	93	1	0	0	0	0	0	0	0	0
Pct 7309	VBM	7309	1	826	209	25.30	2	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	2	13	18	4	17	0	0	0	0	131	0	0	0	0	0	0	0	6	1
Pct 7311	Election Day	7311	1	901	175	19.42	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	11	9	2	21	0	0	0	0	108	0	0	0	0	0	0	0	3	2
Pct 7311	VBM	7311	1	901	266	29.52	1	0	0	0	18	0	0	0	3	0	0	0	0	0	1	0	0	29	15	6	19	0	0	0	0	166	0	0	0	0	0	0	0	2	6
Pct 7312	Election Day	7312	1	810	128	15.80	0	0	1	0	14	0	0	0	1	0	0	0	0	0	0	0	0	6	14	1	13	0	0	0	0	77	0	0	0	0	0	0	0	1	0
Pct 7312	VBM	7312	1	810	332	40.99	1	0	0	0	27	0	0	0	4	0	0	0	1	0	2	2	1	29	36	3	15	0	0	1	0	199	2	0	0	0	0	0	0	5	4
Pct 7313	Election Day	7313	1	925	135	14.59	2	0	0	0	11	0	0	0	2	0	0	0	0	0	1	0	0	14	5	1	17	0	0	0	0	81	0	0	0	0	0	0	0	1	0
Pct 7313	VBM	7313	1	925	315	34.05	1	0	0	2	25	0	0	0	10	0	0	0	0	2	0	0	2	41	27	1	18	1	0	0	0	171	0	1	0	0	0	0	0	8	5
Pct 7314	Election Day	7314	1	760	92	12.11	1	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	11	5	4	7	0	0	0	0	42	0	0	0	0	0	0	0	8	6
Pct 7314	VBM	7314	1	760	213	28.03	0	1	0	0	5	0	0	0	3	0	1	0	0	0	0	0	1	42	6	2	8	1	0	0	1	96	1	0	0	0	0	0	0	24	21
Pct 7315	Election Day	7315	1	725	119	16.41	0	0	0	1	17	0	0	0	1	0	0	0	0	0	1	1	1	13	3	0	17	0	0	0	0	58	0	0	0	0	0	0	0	3	3
Pct 7315	VBM	7315	1	725	178	24.55	0	0	1	1	15	0	0	0	3	0	0	0	0	2	1	1	0	30	10	1	11	0	0	0	2	91	0	2	0	0	0	0	0	5	2
Pct 7316	Election Day	7316	1	824	122	14.81	2	0	1	0	18	0	0	0	2	0	0	1	0	0	0	0	0	7	8	1	18	0	0	0	0	60	0	0	0	0	0	0	0	4	0
Pct 7316	VBM	7316	1	824	266	32.28	4	1	1	0	24	0	0	0	10	0	0	1	0	0	0	0	1	57	12	3	17	0	0	1	1	121	0	0	0	0	0	0	0	11	1
Pct 7317	Election Day	7317	1	886	117	13.21	0	0	0	0	16	1	0	0	1	0	0	0	0	0	0	0	1	14	6	2	12	0	0	0	0	61	0	0	0	0	0	0	0	1	2
Pct 7317	VBM	7317	1	886	340	38.37	0	1	0	0	44	0	0	0	12	0	0	0	0	0	1	0	2	37	31	6	24	0	0	0	2	163	0	0	0	1	0	0	0	7	9
Pct 7318	Election Day	7318	1	709	123	17.35	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	10	9	1	15	0	2	0	0	63	0	0	0	0	0	0	0	3	0
Pct 7318	VBM	7318	1	709	243	34.27	0	0	0	0	16	0	1	0	4	0	0	0	0	0	0	2	0	56	9	4	15	0	0	0	0	122	1	0	0	0	0	0	0	8	5
Pct 7319	Election Day	7319	1	1035	182	17.58	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	14	12	0	20	0	1	0	0	114	0	0	0	0	0	0	0	4	3
Pct 7319	VBM	7319	1	1035	296	28.60	1	0	1	0	20	0	0	0	9	0	0	0	0	1	0	0	0	49	32	3	21	0	0	0	0	148	1	0	0	0	0	0	0	7	3
Pct 7321	Election Day	7321	1	644	100	15.53	0	0	0	1	7	0	0	0	2	0	0	0	0	0	0	0	2	19	3	0	7	0	0	0	0	47	1	0	0	0	0	0	0	6	5
Pct 7321	VBM	7321	1	644	211	32.76	0	0	0	3	8	0	0	0	14	0	0	0	0	0	0	0	1	39	20	3	9	0	1	1	1	104	0	0	0	0	0	0	0	5	2
Pct 7322	Election Day	7322	1	859	60	6.98	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	15	2	1	8	0	0	0	0	22	0	0	0	0	0	0	0	6	1
Pct 7322	VBM	7322	1	859	304	35.39	0	0	0	1	3	0	0	0	13	1	0	0	1	0	0	0	1	81	9	3	2	1	0	0	0	142	0	0	0	0	0	0	0	24	22
Pct 7323	Election Day	7323	1	881	146	16.57	0	0	0	0	18	0	0	0	5	0	0	0	0	1	1	0	0	6	6	1	18	0	0	0	0	82	1	0	0	0	0	0	0	3	4
Pct 7323	VBM	7323	1	881	273	30.99	0	0	0	1	14	0	0	0	9	0	0	0	0	0	0	0	2	31	16	5	20	0	0	0	0	161	2	0	0	0	0	0	0	8	4
Pct 7324	Election Day	7324	1	687	125	18.20	0	0	0	2	6	0	1	0	1	0	0	0	0	1	1	0	0	20	10	1	13	0	1	0	0	66	0	0	0	0	0	0	0	2	0
Pct 7324	VBM	7324	1	687	198	28.82	0	0	0	0	12	1	0	0	1	0	0	0	1	2	1	0	0	33	12	1	13	0	1	0	1	108	0	0	0	0	0	0	0	6	5
Pct 7325	Election Day	7325	1	870	150	17.24	1	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	0	13	6	0	17	0	0	0	0	91	2	0	0	1	0	0	0	4	1
Pct 7325	VBM	7325	1	870	276	31.72	1	2	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	39	13	3	23	0	0	0	0	153	0	1	0	0	0	0	0	6	6
Pct 7326	Election Day	7326	1	853	150	17.58	1	0	0	0	13	0	0	0	2	0	0	0	1	0	0	1	0	18	6	1	15	0	0	0	0	88	0	1	0	0	0	0	0	2	1
Pct 7326	VBM	7326	1	853	256	30.01	0	0	0	0	12	0	0	0	10	0	0	0	0	0	1	0	1	44	19	2	23	0	0	0	1	126	0	0	0	0	0	0	0	12	5
Pct 7327	Election Day	7327	1	684	62	9.06	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	12	0	0	6	0	2	0	0	27	0	0	0	0	0	0	0	6	3
Pct 7327	VBM	7327	1	684	277	40.50	0	0	1	1	5	2	2	0	17	0	0	0	0	0	0	0	3	85	11	1	8	0	0	0	1	103	0	0	0	0	0	0	0	19	18
Pct 7328	Election Day	7328	1	950	70	7.37	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	1	14	3	3	7	0	0	0	0	24	0	0	0	2	0	0	0	6	4
Pct 7328	VBM	7328	1	950	391	41.16	0	0	0	2	11	0	0	0	24	0	0	4	0	0	1	0	4	103	10	2	5	2	0	0	1	149	0	0	0	0	0	0	0	54	19
Pct 7329	Election Day	7329	1	610	71	11.64	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	8	10	0	6	0	0	0	0	38	0	0	0	0	0	0	0	1	0
Pct 7329	VBM	7329	1	610	205	33.61	0	1	0	1	17	0	0	0	4	1	0	0	1	1	1	0	0	29	29	4	5	0	0	0	0	100	1	0	0	0	0	0	0	4	6
Pct 7331	Election Day	7331	1	860	130	15.12	0	1	0	0	23	1	0	0	2	0	0	0	0	0	0	0	1	10	24	4	12	0	0	0	0	51	1	0	0	0	0	0	0	0	0
Pct 7331	VBM	7331	1	860	357	41.51	0	0	0	0	65	0	0	0	13	0	0	1	0	0	0	0	1	30	39	1	16	0	0	1	1	176	0	0	0	0	0	0	0	8	5
Pct 7332	Election Day	7332	1	799	154	19.27	0	0	1	0	18	0	0	0	1	0	0	0	0	0	0	0	1	16	3	0	23	0	0	0	0	82	0	0	0	0	0	0	0	7	2
Pct 7332	VBM	7332	1	799	209	26.16	2	0	0	0	15	0	0	0	7	0	0	1	0	1	0	1	0	19	12	7	27	0	0	1	0	106	0	1	0	0	0	0	0	6	3
Pct 7333	Election Day	7333	1	974	174	17.86	1	0	0	0	17	0	0	0	1	0	0	1	0	1	0	0	0	14	8	4	26	0	0	0	1	92	0	0	0	0	0	0	0	5	3
Pct 7333	VBM	7333	1	974	323	33.16	0	0	0	1	20	0	0	0	8	0	0	0	0	1	0	1	1	52	24	3	20	0	0	0	0	176	0	0	0	0	0	0	0	8	8
Pct 7334	Election Day	7334	1	854	113	13.23	1	0	0	0	9	0	0	0	1	0	0	0	0	1	1	0	0	5	4	1	27	0	0	0	0	59	0	0	0	0	0	0	0	3	1
Pct 7334	VBM	7334	1	854	275	32.20	0	0	0	0	20	1	0	0	3	0	0	0	0	0	0	0	1	32	20	5	26	0	0	0	0	149	1	2	0	0	0	0	0	12	3
Pct 7335	Election Day	7335	1	936	144	15.38	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	12	8	0	11	0	0	0	0	97	0	0	0	0	0	0	0	2	0
